matchId,summonerId,championId,kills,deaths,assists,kda,wins,losses,played,winrate,masteryPoints,masteryLevel
2054996809,47834100,91,22,28,32,1.9285714285714286,1,2,3,0.3333333333333333,4733,2
2054996809,66589429,64,386,438,444,1.8949771689497716,25,30,55,0.45454545454545453,43119,5
2054996809,55806597,53,37,78,168,2.628205128205128,6,6,12,0.5,15662,4
2054996809,29569341,111,28,62,147,2.8225806451612905,5,5,10,0.5,17604,4
2054996809,52406899,99,73,92,112,2.010869565217391,6,2,8,0.75,13081,4
2054996809,50886594,58,29,21,39,3.238095238095238,4,1,5,0.8,8714,3
2054996809,59881650,107,126,104,109,2.2596153846153846,9,7,16,0.5625,41050,5
2054996809,30384724,22,1897,1435,2220,2.8689895470383275,133,106,239,0.5564853556485355,195294,5
2054996852,28415954,11,136,146,107,1.6643835616438356,7,10,17,0.4117647058823529,7809,3
2054996852,46830114,36,95,52,129,4.3076923076923075,13,2,15,0.8666666666666667,66057,5
2054996852,64359138,21,417,282,426,2.9893617021276597,32,22,54,0.5925925925925926,70428,5
2054996852,48335863,25,422,654,1265,2.579510703363914,56,53,109,0.5137614678899083,181335,5
2054996852,50906381,51,60,80,83,1.7875,7,4,11,0.6363636363636364,9749,3
2054996852,40854652,122,61,59,90,2.559322033898305,4,5,9,0.4444444444444444,8372,3
2054996852,50345357,238,152,87,104,2.942528735632184,10,4,14,0.7142857142857143,16398,4
2054996852,36444103,98,120,164,358,2.9146341463414633,17,14,31,0.5483870967741935,34566,5
2054996852,43218210,67,99,105,100,1.8952380952380952,5,11,16,0.3125,9538,3
2054996852,50701968,32,506,395,936,3.650632911392405,45,32,77,0.5844155844155844,77416,5
2054996859,46422673,236,63,32,35,3.0625,3,2,5,0.6,25329,5
2054996859,61012042,91,222,201,206,2.129353233830846,10,17,27,0.37037037037037035,58074,5
2054996859,46439413,412,130,287,1036,4.062717770034843,34,31,65,0.5230769230769231,92444,5
2054996859,36370631,60,109,78,115,2.871794871794872,9,4,13,0.6923076923076923,11417,3
2054996859,25937574,13,10,7,16,3.7142857142857144,1,1,2,0.5,1297,1
2054996859,66100503,222,801,882,880,1.9058956916099774,45,60,105,0.42857142857142855,156365,5
2054996859,47037313,5,109,153,218,2.1372549019607843,10,11,21,0.47619047619047616,11463,3
2054996859,67215003,245,2373,1403,2042,3.1468282252316464,132,131,263,0.5019011406844106,779558,5
2054996859,27391319,78,124,109,114,2.18348623853211,4,10,14,0.2857142857142857,35385,5
2054996859,64570149,111,87,175,363,2.5714285714285716,13,14,27,0.48148148148148145,62933,5
2054996866,41764100,107,110,83,86,2.36144578313253,8,4,12,0.6666666666666666,13720,4
2054996866,33983228,21,555,445,656,2.7213483146067414,40,30,70,0.5714285714285714,99134,5
2054996866,54560075,25,217,191,305,2.7329842931937174,17,12,29,0.5862068965517241,39708,5
2054996866,61235250,420,11,16,20,1.9375,2,0,2,1.0,7182,3
2054996866,25542186,111,147,323,760,2.808049535603715,32,21,53,0.6037735849056604,49327,5
2054996866,36981400,64,1033,810,1591,3.2395061728395063,77,71,148,0.5202702702702703,100112,5
2054996866,30487371,34,1339,893,1459,3.1332586786114223,103,68,171,0.6023391812865497,122051,5
2054996866,60553103,245,722,664,658,2.0783132530120483,40,44,84,0.47619047619047616,130324,5
2054996866,51402593,18,189,142,170,2.528169014084507,5,20,25,0.2,21732,5
2054996866,30176431,89,5,52,55,1.1538461538461537,1,6,7,0.14285714285714285,2224,2
2054996875,55960525,1,1149,806,1084,2.770471464019851,77,51,128,0.6015625,194727,5
2054996875,34829472,39,64,64,64,2.0,4,5,9,0.4444444444444444,7568,3
2054996875,35225788,60,620,485,534,2.379381443298969,38,34,72,0.5277777777777778,58808,5
2054996875,23260933,37,748,1791,4368,2.856504745951982,157,122,279,0.5627240143369175,201273,5
2054996875,72701180,18,6,21,18,1.1428571428571428,0,2,2,0.0,15676,4
2054996875,48700856,99,48,46,73,2.630434782608696,3,3,6,0.5,13343,4
2054996875,37374078,21,312,314,257,1.8121019108280254,20,20,40,0.5,7639,3
2054996875,48402485,58,41,32,33,2.3125,3,2,5,0.6,2616,2
2054996875,44354103,5,44,59,56,1.694915254237288,3,5,8,0.375,34795,5
2054996875,64479749,33,199,334,480,2.032934131736527,22,34,56,0.39285714285714285,231296,5
2054996876,23246994,78,111,38,74,4.868421052631579,7,2,9,0.7777777777777778,11488,3
2054996876,20859629,222,5,5,8,2.6,0,1,1,0.0,4560,2
2054996876,29263294,64,13,17,17,1.7647058823529411,1,2,3,0.3333333333333333,8769,3
2054996876,68502381,17,46,90,80,1.4,9,4,13,0.6923076923076923,96386,5
2054996876,46073473,53,28,44,186,4.863636363636363,11,2,13,0.8461538461538461,20789,4
2054996876,20248036,267,39,111,240,2.5135135135135136,10,5,15,0.6666666666666666,23548,5
2054996876,19361411,99,27,14,27,3.857142857142857,1,1,2,0.5,12849,4
2054996876,35056738,245,136,90,112,2.7555555555555555,9,5,14,0.6428571428571429,37900,5
2054996876,28329181,21,342,220,411,3.422727272727273,31,16,47,0.6595744680851063,46438,5
2054996876,49285504,80,89,136,106,1.4338235294117647,7,8,15,0.4666666666666667,45783,5
2054996905,51557918,238,222,224,199,1.8794642857142858,9,22,31,0.2903225806451613,16332,4
2054996905,45355131,89,26,135,366,2.903703703703704,13,9,22,0.5909090909090909,8884,3
2054996905,48214231,67,152,107,120,2.542056074766355,12,7,19,0.631578947368421,20358,4
2054996905,38573964,117,48,82,185,2.841463414634146,7,4,11,0.6363636363636364,8547,3
2054996905,54442448,5,158,184,216,2.032608695652174,14,12,26,0.5384615384615384,18515,4
2054996905,45805322,18,73,76,91,2.1578947368421053,5,10,15,0.3333333333333333,48823,5
2054996905,47923701,106,269,185,422,3.735135135135135,37,9,46,0.8043478260869565,40128,5
2054996905,43143741,1,89,68,69,2.323529411764706,4,4,8,0.5,3393,2
2054996905,34014680,78,32,18,40,4.0,3,1,4,0.75,4209,2
2054996905,45086983,12,23,68,167,2.7941176470588234,4,8,12,0.3333333333333333,6474,3
2054996928,19247019,75,40,25,16,2.24,4,0,4,1.0,5623,2
